user,exercise,reps,sets
User_6817,Squats,7,4
User_6817,Push-Ups,5,2
User_6817,Plank,15,4
User_6818,Squats,13,2
User_6818,Leg Press,10,2
User_6818,Lunges,6,4
User_6818,Tricep Dips,7,5
User_6818,Tricep Dips,15,5
User_6819,Leg Press,14,4
User_6819,Bicep Curls,15,5
User_6819,Leg Press,13,3
User_6819,Leg Press,9,4
User_6819,Squats,6,4
User_6820,Deadlifts,11,5
User_6820,Squats,10,3
User_6820,Leg Press,12,5
User_6820,Lunges,12,3
User_6820,Squats,11,5
User_6821,Lunges,8,2
User_6821,Plank,10,3
User_6821,Bench Press,6,3
User_6821,Push-Ups,12,3
User_6821,Push-Ups,8,5
User_6822,Tricep Dips,13,5
User_6822,Plank,5,3
User_6822,Tricep Dips,9,5
User_6822,Leg Press,5,3
User_6822,Deadlifts,9,3
User_6823,Bicep Curls,15,3
User_6823,Bench Press,6,5
User_6823,Plank,8,4
User_6823,Deadlifts,15,4
User_6823,Shoulder Press,10,5
User_6824,Squats,9,5
User_6824,Plank,12,4
User_6824,Bicep Curls,8,3
User_6824,Lunges,8,2
User_6824,Deadlifts,12,5
User_6825,Squats,15,3
User_6825,Plank,7,2
User_6825,Shoulder Press,6,2
User_6825,Lunges,11,5
User_6825,Bicep Curls,11,5
User_6826,Tricep Dips,5,5
User_6826,Push-Ups,12,4
User_6826,Plank,10,4
User_6826,Shoulder Press,10,4
User_6826,Bicep Curls,14,5
User_6827,Shoulder Press,7,5
User_6827,Shoulder Press,6,5
User_6827,Leg Press,8,4
User_6827,Tricep Dips,7,2
User_6827,Lunges,12,5
User_6828,Squats,14,5
User_6828,Shoulder Press,6,3
User_6828,Push-Ups,14,3
User_6828,Plank,13,2
User_6828,Bench Press,14,4
User_6829,Plank,11,3
User_6829,Bicep Curls,10,4
User_6829,Leg Press,14,3
User_6829,Push-Ups,5,2
User_6829,Leg Press,8,2
User_6830,Shoulder Press,15,3
User_6830,Lunges,8,3
User_6830,Squats,10,4
User_6830,Bench Press,10,3
User_6830,Bench Press,9,5
User_6831,Lunges,14,5
User_6831,Leg Press,9,5
User_6831,Shoulder Press,6,4
User_6831,Tricep Dips,6,3
User_6831,Push-Ups,11,4
User_6832,Push-Ups,7,5
User_6832,Shoulder Press,12,3
User_6832,Push-Ups,14,3
User_6832,Shoulder Press,15,2
User_6832,Leg Press,9,3
User_6833,Deadlifts,13,4
User_6833,Bench Press,6,2
User_6833,Deadlifts,15,3
User_6833,Lunges,9,3
User_6833,Push-Ups,10,5
User_6834,Deadlifts,8,4
User_6834,Bicep Curls,5,2
User_6834,Tricep Dips,9,4
User_6834,Deadlifts,8,3
User_6834,Plank,6,2
User_6835,Plank,11,2
User_6835,Squats,10,2
User_6835,Tricep Dips,13,2
User_6835,Shoulder Press,11,3
User_6835,Plank,14,4
User_6836,Deadlifts,15,4
User_6836,Lunges,8,5
User_6836,Tricep Dips,11,2
User_6836,Plank,14,3
User_6836,Push-Ups,15,3
User_6837,Bench Press,12,5
User_6837,Bicep Curls,8,5
User_6837,Leg Press,7,4
User_6837,Deadlifts,10,3
User_6837,Bench Press,8,5
User_6838,Deadlifts,7,2
User_6838,Squats,9,5
User_6838,Bicep Curls,5,4
User_6838,Leg Press,12,3
User_6838,Lunges,13,3
User_6839,Tricep Dips,11,3
User_6839,Squats,12,4
User_6839,Bench Press,15,2
User_6839,Bench Press,9,2
User_6839,Lunges,12,5
User_6840,Push-Ups,9,4
User_6840,Bicep Curls,15,3
User_6840,Push-Ups,6,2
User_6840,Tricep Dips,13,3
User_6840,Tricep Dips,5,5
User_6841,Bench Press,9,4
User_6841,Bicep Curls,6,4
User_6841,Push-Ups,6,4
User_6841,Bicep Curls,14,4
User_6841,Bench Press,8,4
User_6842,Shoulder Press,13,4
User_6842,Shoulder Press,11,4
User_6842,Lunges,11,5
User_6842,Plank,9,2
User_6842,Shoulder Press,12,4
User_6843,Squats,13,3
User_6843,Leg Press,15,3
User_6843,Deadlifts,8,2
User_6843,Push-Ups,7,5
User_6843,Leg Press,12,5
User_6844,Push-Ups,5,5
User_6844,Squats,7,3
User_6844,Deadlifts,12,4
User_6844,Bicep Curls,14,5
User_6844,Plank,9,2
User_6845,Deadlifts,12,5
User_6845,Squats,6,5
User_6845,Tricep Dips,8,5
User_6845,Plank,9,4
User_6845,Tricep Dips,5,4
User_6846,Lunges,8,2
User_6846,Tricep Dips,9,5
User_6846,Push-Ups,7,5
User_6846,Lunges,6,4
User_6846,Deadlifts,9,3
User_6847,Plank,15,3
User_6847,Tricep Dips,15,5
User_6847,Bench Press,13,2
User_6847,Tricep Dips,11,4
User_6847,Push-Ups,13,4
User_6848,Tricep Dips,15,3
User_6848,Deadlifts,14,3
User_6848,Deadlifts,6,5
User_6848,Plank,14,5
User_6848,Shoulder Press,5,4
User_6849,Push-Ups,6,3
User_6849,Plank,6,2
User_6849,Lunges,15,4
User_6849,Lunges,5,5
User_6849,Bicep Curls,9,5
User_6850,Shoulder Press,12,2
User_6850,Shoulder Press,12,3
User_6850,Squats,8,3
User_6850,Tricep Dips,9,3
User_6850,Leg Press,7,4
User_6851,Push-Ups,14,4
User_6851,Leg Press,15,5
User_6851,Bicep Curls,6,4
User_6851,Push-Ups,11,3
User_6851,Leg Press,14,2
User_6852,Push-Ups,7,2
User_6852,Plank,15,5
User_6852,Leg Press,12,5
User_6852,Bench Press,6,2
User_6852,Tricep Dips,10,4
User_6853,Bicep Curls,13,4
User_6853,Squats,5,2
User_6853,Tricep Dips,10,5
User_6853,Deadlifts,11,2
User_6853,Bench Press,8,4
User_6854,Bench Press,15,5
User_6854,Lunges,13,2
User_6854,Bicep Curls,12,5
User_6854,Leg Press,10,3
User_6854,Tricep Dips,9,2
User_6855,Bicep Curls,13,2
User_6855,Bicep Curls,5,2
User_6855,Bicep Curls,6,2
User_6855,Push-Ups,12,4
User_6855,Push-Ups,13,3
User_6856,Push-Ups,15,3
User_6856,Shoulder Press,12,3
User_6856,Squats,8,2
User_6856,Push-Ups,6,4
User_6856,Lunges,13,5
User_6857,Plank,15,3
User_6857,Tricep Dips,9,4
User_6857,Deadlifts,7,2
User_6857,Plank,7,5
User_6857,Bicep Curls,9,5
User_6858,Plank,13,5
User_6858,Squats,15,2
User_6858,Deadlifts,14,5
User_6858,Deadlifts,13,5
User_6858,Push-Ups,8,5
User_6859,Push-Ups,13,3
User_6859,Lunges,6,3
User_6859,Tricep Dips,8,2
User_6859,Shoulder Press,13,2
User_6859,Lunges,14,2
User_6860,Squats,7,4
User_6860,Bench Press,12,4
User_6860,Plank,15,5
User_6860,Bench Press,15,4
User_6860,Tricep Dips,6,4
User_6861,Shoulder Press,12,5
User_6861,Leg Press,5,4
User_6861,Bench Press,9,4
User_6861,Squats,8,5
User_6861,Bicep Curls,8,2
User_6862,Squats,9,4
User_6862,Push-Ups,13,5
User_6862,Leg Press,11,3
User_6862,Shoulder Press,9,3
User_6862,Tricep Dips,6,5
User_6863,Deadlifts,10,4
User_6863,Squats,10,5
User_6863,Squats,13,5
User_6863,Bench Press,14,3
User_6863,Squats,7,3
User_6864,Lunges,9,3
User_6864,Deadlifts,14,5
User_6864,Deadlifts,9,5
User_6864,Bicep Curls,9,5
User_6864,Bicep Curls,7,3
User_6865,Squats,5,5
User_6865,Push-Ups,7,2
User_6865,Leg Press,5,2
User_6865,Bicep Curls,10,3
User_6865,Bicep Curls,10,5
User_6866,Leg Press,15,2
User_6866,Shoulder Press,6,5
User_6866,Bicep Curls,8,4
User_6866,Squats,6,3
User_6866,Plank,10,3
User_6867,Bicep Curls,15,3
User_6867,Plank,9,2
User_6867,Squats,10,2
User_6867,Bench Press,7,3
User_6867,Leg Press,11,2
User_6868,Bench Press,5,5
User_6868,Tricep Dips,10,2
User_6868,Tricep Dips,7,5
User_6868,Plank,15,3
User_6868,Leg Press,10,5
User_6869,Plank,6,5
User_6869,Leg Press,6,4
User_6869,Lunges,14,3
User_6869,Squats,12,4
User_6869,Shoulder Press,7,2
User_6870,Bicep Curls,10,5
User_6870,Bench Press,9,3
User_6870,Push-Ups,12,4
User_6870,Plank,11,3
User_6870,Plank,13,5
User_6871,Squats,5,5
User_6871,Tricep Dips,9,3
User_6871,Push-Ups,15,5
User_6871,Bicep Curls,8,3
User_6871,Deadlifts,14,2
User_6872,Deadlifts,15,4
User_6872,Bicep Curls,8,3
User_6872,Shoulder Press,9,4
User_6872,Shoulder Press,7,4
User_6872,Tricep Dips,14,4
User_6873,Plank,14,3
User_6873,Plank,14,2
User_6873,Shoulder Press,6,3
User_6873,Lunges,7,5
User_6873,Leg Press,15,3
User_6874,Bicep Curls,6,2
User_6874,Squats,15,3
User_6874,Squats,6,2
User_6874,Tricep Dips,10,5
User_6874,Deadlifts,5,4
User_6875,Lunges,11,5
User_6875,Bench Press,5,4
User_6875,Squats,7,5
User_6875,Shoulder Press,7,5
User_6875,Squats,10,3
User_6876,Bench Press,6,5
User_6876,Bench Press,7,2
User_6876,Bench Press,10,5
User_6876,Lunges,15,2
User_6876,Lunges,14,2
User_6877,Deadlifts,12,2
User_6877,Shoulder Press,6,5
User_6877,Bench Press,14,5
User_6877,Bicep Curls,13,3
User_6877,Lunges,6,4
User_6878,Shoulder Press,13,3
User_6878,Plank,10,3
User_6878,Shoulder Press,8,3
User_6878,Shoulder Press,5,3
User_6878,Deadlifts,6,5
User_6879,Push-Ups,11,2
User_6879,Bench Press,8,4
User_6879,Deadlifts,11,3
User_6879,Squats,11,2
User_6879,Shoulder Press,13,2
User_6880,Leg Press,11,4
User_6880,Squats,15,4
User_6880,Squats,15,2
User_6880,Shoulder Press,8,5
User_6880,Leg Press,7,4
User_6881,Squats,12,2
User_6881,Bicep Curls,13,5
User_6881,Plank,13,3
User_6881,Deadlifts,11,3
User_6881,Deadlifts,11,3
User_6882,Bicep Curls,12,4
User_6882,Deadlifts,12,5
User_6882,Push-Ups,10,2
User_6882,Lunges,7,2
User_6882,Tricep Dips,8,3
User_6883,Shoulder Press,5,5
User_6883,Leg Press,14,5
User_6883,Lunges,11,3
User_6883,Push-Ups,11,2
User_6883,Bench Press,6,5
User_6884,Shoulder Press,14,2
User_6884,Tricep Dips,7,5
User_6884,Shoulder Press,12,3
User_6884,Shoulder Press,5,5
User_6884,Tricep Dips,8,4
User_6885,Tricep Dips,8,3
User_6885,Bench Press,5,2
User_6885,Lunges,10,4
User_6885,Tricep Dips,11,4
User_6885,Lunges,14,2
User_6886,Bench Press,8,5
User_6886,Plank,11,5
User_6886,Tricep Dips,10,4
User_6886,Leg Press,15,4
User_6886,Deadlifts,15,5
User_6887,Leg Press,13,3
User_6887,Leg Press,9,2
User_6887,Shoulder Press,10,2
User_6887,Bicep Curls,5,5
User_6887,Push-Ups,11,4
User_6888,Squats,13,4
User_6888,Lunges,10,4
User_6888,Plank,7,5
User_6888,Shoulder Press,13,5
User_6888,Plank,10,3
User_6889,Tricep Dips,7,3
User_6889,Deadlifts,6,4
User_6889,Deadlifts,11,2
User_6889,Leg Press,13,2
User_6889,Plank,9,5
User_6890,Bicep Curls,15,2
User_6890,Deadlifts,6,4
User_6890,Tricep Dips,14,3
User_6890,Squats,14,5
User_6890,Bench Press,5,2
User_6891,Bicep Curls,13,4
User_6891,Tricep Dips,12,4
User_6891,Plank,15,2
User_6891,Plank,13,3
User_6891,Shoulder Press,5,2
User_6892,Leg Press,7,2
User_6892,Push-Ups,6,3
User_6892,Lunges,5,3
User_6892,Lunges,8,2
User_6892,Shoulder Press,11,4
User_6893,Squats,15,4
User_6893,Bench Press,5,3
User_6893,Bench Press,7,3
User_6893,Tricep Dips,14,3
User_6893,Leg Press,6,3
User_6894,Plank,14,3
User_6894,Leg Press,10,2
User_6894,Bicep Curls,10,4
User_6894,Lunges,12,4
User_6894,Bench Press,5,5
User_6895,Deadlifts,14,5
User_6895,Bicep Curls,6,2
User_6895,Tricep Dips,6,4
User_6895,Bench Press,15,4
User_6895,Shoulder Press,5,2
User_6896,Tricep Dips,9,4
User_6896,Bicep Curls,14,4
User_6896,Shoulder Press,8,3
User_6896,Lunges,5,5
User_6896,Leg Press,9,5
User_6897,Bench Press,6,3
User_6897,Push-Ups,14,3
User_6897,Plank,8,4
User_6897,Tricep Dips,7,2
User_6897,Deadlifts,11,3
User_6898,Tricep Dips,7,2
User_6898,Deadlifts,15,4
User_6898,Leg Press,10,3
User_6898,Leg Press,7,5
User_6898,Leg Press,6,5
User_6899,Lunges,14,3
User_6899,Squats,6,4
User_6899,Bicep Curls,5,3
User_6899,Bench Press,12,4
User_6899,Squats,10,5
User_6900,Deadlifts,7,4
User_6900,Shoulder Press,7,5
User_6900,Tricep Dips,14,4
User_6900,Deadlifts,11,5
User_6900,Leg Press,7,2
User_6901,Push-Ups,14,3
User_6901,Shoulder Press,11,5
User_6901,Leg Press,10,3
User_6901,Shoulder Press,14,2
User_6901,Bench Press,8,3
User_6902,Push-Ups,9,2
User_6902,Push-Ups,5,2
User_6902,Deadlifts,9,4
User_6902,Bicep Curls,13,3
User_6902,Squats,11,2
User_6903,Bench Press,5,5
User_6903,Squats,6,4
User_6903,Bench Press,13,3
User_6903,Lunges,13,2
User_6903,Push-Ups,9,5
User_6904,Shoulder Press,10,3
User_6904,Push-Ups,9,4
User_6904,Deadlifts,6,4
User_6904,Push-Ups,6,2
User_6904,Push-Ups,14,2
User_6905,Tricep Dips,10,2
User_6905,Shoulder Press,10,3
User_6905,Tricep Dips,10,4
User_6905,Push-Ups,15,2
User_6905,Plank,9,5
User_6906,Lunges,15,5
User_6906,Squats,6,3
User_6906,Deadlifts,14,3
User_6906,Tricep Dips,8,2
User_6906,Push-Ups,6,3
User_6907,Squats,9,2
User_6907,Push-Ups,8,2
User_6907,Plank,9,3
User_6907,Plank,5,4
User_6907,Leg Press,6,2
User_6908,Deadlifts,15,4
User_6908,Lunges,10,4
User_6908,Shoulder Press,12,2
User_6908,Bench Press,6,4
User_6908,Deadlifts,13,2
User_6909,Plank,7,3
User_6909,Squats,15,4
User_6909,Shoulder Press,14,5
User_6909,Leg Press,13,2
User_6909,Plank,13,4
User_6910,Lunges,9,4
User_6910,Shoulder Press,11,2
User_6910,Leg Press,7,5
User_6910,Deadlifts,9,5
User_6910,Lunges,7,2
User_6911,Bicep Curls,12,2
User_6911,Deadlifts,7,4
User_6911,Shoulder Press,7,2
User_6911,Squats,8,5
User_6911,Bench Press,11,4
User_6912,Deadlifts,7,3
User_6912,Shoulder Press,8,2
User_6912,Deadlifts,13,2
User_6912,Bench Press,8,3
User_6912,Lunges,11,4
User_6913,Bench Press,6,5
User_6913,Bicep Curls,14,3
User_6913,Plank,15,5
User_6913,Tricep Dips,10,3
User_6913,Plank,7,2
User_6914,Bicep Curls,10,4
User_6914,Leg Press,9,4
User_6914,Tricep Dips,8,4
User_6914,Lunges,12,2
User_6914,Tricep Dips,12,4
User_6915,Leg Press,11,3
User_6915,Lunges,9,4
User_6915,Push-Ups,14,3
User_6915,Push-Ups,6,2
User_6915,Push-Ups,10,5
User_6916,Plank,11,2
User_6916,Tricep Dips,7,4
User_6916,Shoulder Press,7,4
User_6916,Deadlifts,8,4
User_6916,Tricep Dips,12,3
User_6917,Shoulder Press,7,5
User_6917,Deadlifts,15,4
User_6917,Squats,8,4
User_6917,Leg Press,12,5
User_6917,Squats,15,3
User_6918,Tricep Dips,15,3
User_6918,Tricep Dips,8,5
User_6918,Bicep Curls,5,2
User_6918,Tricep Dips,5,3
User_6918,Bench Press,15,5
User_6919,Leg Press,10,4
User_6919,Leg Press,8,4
User_6919,Shoulder Press,11,3
User_6919,Tricep Dips,7,5
User_6919,Deadlifts,9,5
User_6920,Squats,9,3
User_6920,Squats,5,3
User_6920,Leg Press,11,4
User_6920,Deadlifts,9,2
User_6920,Bench Press,5,3
User_6921,Plank,6,4
User_6921,Plank,13,5
User_6921,Tricep Dips,15,5
User_6921,Lunges,10,4
User_6921,Lunges,11,4
User_6922,Bicep Curls,7,5
User_6922,Leg Press,9,2
User_6922,Squats,11,5
User_6922,Leg Press,14,4
User_6922,Lunges,13,5
User_6923,Shoulder Press,8,2
User_6923,Plank,13,4
User_6923,Plank,7,4
User_6923,Tricep Dips,13,5
User_6923,Bicep Curls,14,5
User_6924,Deadlifts,9,2
User_6924,Lunges,9,5
User_6924,Tricep Dips,7,3
User_6924,Push-Ups,6,4
User_6924,Bench Press,6,2
User_6925,Leg Press,7,3
User_6925,Squats,8,4
User_6925,Plank,5,2
User_6925,Shoulder Press,14,4
User_6925,Shoulder Press,8,5
User_6926,Bench Press,5,5
User_6926,Plank,14,5
User_6926,Shoulder Press,8,3
User_6926,Leg Press,13,2
User_6926,Deadlifts,9,4
User_6927,Tricep Dips,7,3
User_6927,Bench Press,8,4
User_6927,Tricep Dips,10,3
User_6927,Bicep Curls,11,3
User_6927,Plank,10,5
User_6928,Leg Press,7,5
User_6928,Deadlifts,11,3
User_6928,Shoulder Press,6,2
User_6928,Plank,9,5
User_6928,Lunges,6,5
User_6929,Leg Press,6,2
User_6929,Squats,11,3
User_6929,Bicep Curls,12,2
User_6929,Bench Press,13,4
User_6929,Plank,12,5
User_6930,Lunges,5,3
User_6930,Leg Press,15,4
User_6930,Plank,12,5
User_6930,Tricep Dips,10,5
User_6930,Bench Press,6,4
User_6931,Tricep Dips,15,3
User_6931,Leg Press,9,3
User_6931,Plank,13,3
User_6931,Plank,13,3
User_6931,Lunges,10,3
User_6932,Deadlifts,9,5
User_6932,Push-Ups,11,2
User_6932,Lunges,10,3
User_6932,Leg Press,12,2
User_6932,Bicep Curls,8,2
User_6933,Leg Press,12,3
User_6933,Leg Press,15,2
User_6933,Bench Press,10,4
User_6933,Deadlifts,13,4
User_6933,Shoulder Press,5,3
User_6934,Squats,5,4
User_6934,Bench Press,5,3
User_6934,Push-Ups,6,4
User_6934,Lunges,14,3
User_6934,Bicep Curls,10,5
User_6935,Deadlifts,11,2
User_6935,Lunges,11,2
User_6935,Bicep Curls,10,5
User_6935,Deadlifts,14,4
User_6935,Lunges,14,3
User_6936,Tricep Dips,7,4
User_6936,Tricep Dips,6,3
User_6936,Lunges,14,4
User_6936,Tricep Dips,13,2
User_6936,Deadlifts,10,3
User_6937,Lunges,15,4
User_6937,Tricep Dips,5,2
User_6937,Shoulder Press,6,2
User_6937,Bench Press,9,5
User_6937,Shoulder Press,9,3
User_6938,Squats,11,3
User_6938,Squats,6,4
User_6938,Lunges,8,5
User_6938,Bicep Curls,5,5
User_6938,Push-Ups,6,2
User_6939,Plank,13,4
User_6939,Tricep Dips,15,4
User_6939,Plank,5,3
User_6939,Tricep Dips,10,4
User_6939,Leg Press,12,5
User_6940,Plank,15,5
User_6940,Shoulder Press,8,3
User_6940,Bench Press,14,3
User_6940,Shoulder Press,6,3
User_6940,Plank,11,4
User_6941,Deadlifts,15,3
User_6941,Leg Press,14,5
User_6941,Shoulder Press,14,2
User_6941,Tricep Dips,9,3
User_6941,Squats,12,2
User_6942,Bench Press,12,4
User_6942,Deadlifts,9,2
User_6942,Push-Ups,9,3
User_6942,Plank,8,2
User_6942,Shoulder Press,6,3
User_6943,Lunges,8,2
User_6943,Plank,15,2
User_6943,Deadlifts,8,3
User_6943,Bicep Curls,6,5
User_6943,Bench Press,15,2
User_6944,Leg Press,5,5
User_6944,Deadlifts,7,2
User_6944,Lunges,12,4
User_6944,Bench Press,6,3
User_6944,Tricep Dips,11,4
User_6945,Leg Press,14,5
User_6945,Bicep Curls,8,5
User_6945,Bicep Curls,14,4
User_6945,Lunges,7,5
User_6945,Tricep Dips,15,5
User_6946,Bench Press,5,3
User_6946,Bench Press,5,5
User_6946,Bench Press,10,4
User_6946,Deadlifts,13,4
User_6946,Tricep Dips,10,5
User_6947,Plank,12,4
User_6947,Leg Press,14,3
User_6947,Push-Ups,14,5
User_6947,Bench Press,13,5
User_6947,Plank,9,4
User_6948,Leg Press,5,2
User_6948,Bicep Curls,8,2
User_6948,Leg Press,7,3
User_6948,Leg Press,10,3
User_6948,Deadlifts,10,2
User_6949,Deadlifts,9,2
User_6949,Bicep Curls,6,3
User_6949,Deadlifts,5,5
User_6949,Shoulder Press,10,3
User_6949,Shoulder Press,10,3
User_6950,Deadlifts,13,5
User_6950,Push-Ups,15,3
User_6950,Leg Press,10,4
User_6950,Shoulder Press,15,5
User_6950,Push-Ups,10,4
User_6951,Plank,9,5
User_6951,Squats,10,3
User_6951,Plank,15,5
User_6951,Deadlifts,12,2
User_6951,Leg Press,14,3
User_6952,Tricep Dips,12,3
User_6952,Tricep Dips,9,5
User_6952,Plank,15,4
User_6952,Bench Press,13,5
User_6952,Plank,6,5
User_6953,Shoulder Press,6,2
User_6953,Lunges,5,5
User_6953,Bicep Curls,8,2
User_6953,Bicep Curls,7,2
User_6953,Lunges,6,4
User_6954,Shoulder Press,5,5
User_6954,Tricep Dips,5,4
User_6954,Lunges,6,4
User_6954,Deadlifts,8,2
User_6954,Tricep Dips,9,3
User_6955,Push-Ups,9,3
User_6955,Leg Press,7,2
User_6955,Bicep Curls,9,3
User_6955,Lunges,13,4
User_6955,Leg Press,10,3
User_6956,Bench Press,6,3
User_6956,Plank,12,3
User_6956,Tricep Dips,6,3
User_6956,Tricep Dips,5,3
User_6956,Deadlifts,7,5
User_6957,Squats,9,2
User_6957,Shoulder Press,8,2
User_6957,Bench Press,5,3
User_6957,Plank,9,2
User_6957,Lunges,10,5
User_6958,Deadlifts,6,3
User_6958,Squats,15,4
User_6958,Push-Ups,9,4
User_6958,Tricep Dips,8,2
User_6958,Squats,14,5
User_6959,Bench Press,8,3
User_6959,Deadlifts,7,2
User_6959,Deadlifts,5,4
User_6959,Shoulder Press,8,5
User_6959,Squats,11,2
User_6960,Bench Press,8,5
User_6960,Deadlifts,9,4
User_6960,Deadlifts,9,4
User_6960,Leg Press,6,3
User_6960,Shoulder Press,9,2
User_6961,Deadlifts,8,4
User_6961,Deadlifts,5,4
User_6961,Bicep Curls,10,4
User_6961,Lunges,5,2
User_6961,Bicep Curls,7,4
User_6962,Squats,13,5
User_6962,Bicep Curls,8,4
User_6962,Lunges,15,2
User_6962,Deadlifts,14,2
User_6962,Bicep Curls,14,5
User_6963,Tricep Dips,14,3
User_6963,Plank,11,5
User_6963,Plank,11,3
User_6963,Bicep Curls,14,3
User_6963,Bench Press,14,3
User_6964,Bench Press,11,2
User_6964,Plank,12,2
User_6964,Deadlifts,5,5
User_6964,Lunges,11,2
User_6964,Bicep Curls,13,3
User_6965,Bicep Curls,8,5
User_6965,Tricep Dips,7,5
User_6965,Tricep Dips,15,5
User_6965,Tricep Dips,13,4
User_6965,Plank,12,3
User_6966,Bench Press,11,2
User_6966,Shoulder Press,9,5
User_6966,Bench Press,14,4
User_6966,Bench Press,10,3
User_6966,Plank,6,2
User_6967,Plank,14,4
User_6967,Bicep Curls,15,3
User_6967,Shoulder Press,10,5
User_6967,Leg Press,9,3
User_6967,Deadlifts,11,5
User_6968,Plank,15,2
User_6968,Leg Press,6,5
User_6968,Tricep Dips,6,4
User_6968,Push-Ups,5,3
User_6968,Plank,11,4
User_6969,Lunges,10,5
User_6969,Squats,11,4
User_6969,Bicep Curls,10,3
User_6969,Plank,10,5
User_6969,Deadlifts,5,3
User_6970,Squats,11,4
User_6970,Squats,7,4
User_6970,Bicep Curls,11,5
User_6970,Tricep Dips,8,4
User_6970,Deadlifts,11,5
User_6971,Leg Press,9,2
User_6971,Leg Press,15,5
User_6971,Push-Ups,7,2
User_6971,Leg Press,5,5
User_6971,Deadlifts,12,4
User_6972,Push-Ups,6,5
User_6972,Squats,8,3
User_6972,Tricep Dips,11,2
User_6972,Plank,8,3
User_6972,Plank,6,4
User_6973,Plank,6,3
User_6973,Squats,11,2
User_6973,Plank,7,5
User_6973,Tricep Dips,10,3
User_6973,Leg Press,9,5
User_6974,Shoulder Press,5,2
User_6974,Bicep Curls,13,4
User_6974,Lunges,15,5
User_6974,Bicep Curls,6,3
User_6974,Shoulder Press,10,3
User_6975,Lunges,6,4
User_6975,Lunges,8,5
User_6975,Lunges,13,2
User_6975,Bench Press,12,5
User_6975,Squats,13,3
User_6976,Leg Press,7,4
User_6976,Bicep Curls,12,3
User_6976,Deadlifts,10,2
User_6976,Squats,6,3
User_6976,Bench Press,13,3
User_6977,Lunges,8,2
User_6977,Lunges,14,4
User_6977,Plank,8,5
User_6977,Tricep Dips,10,4
User_6977,Plank,12,3
User_6978,Plank,13,2
User_6978,Tricep Dips,8,3
User_6978,Deadlifts,7,5
User_6978,Lunges,13,3
User_6978,Tricep Dips,7,4
User_6979,Bench Press,14,2
User_6979,Lunges,6,4
User_6979,Deadlifts,8,5
User_6979,Bicep Curls,11,2
User_6979,Tricep Dips,13,2
User_6980,Leg Press,13,4
User_6980,Bicep Curls,14,3
User_6980,Tricep Dips,11,3
User_6980,Leg Press,11,4
User_6980,Bicep Curls,6,3
User_6981,Squats,12,4
User_6981,Bicep Curls,9,2
User_6981,Bench Press,6,5
User_6981,Bench Press,12,3
User_6981,Squats,6,3
User_6982,Squats,12,2
User_6982,Plank,7,4
User_6982,Plank,12,5
User_6982,Plank,7,2
User_6982,Shoulder Press,12,4
User_6983,Shoulder Press,5,2
User_6983,Deadlifts,11,2
User_6983,Squats,13,5
User_6983,Shoulder Press,13,2
User_6983,Leg Press,6,5
User_6984,Plank,6,4
User_6984,Bench Press,14,2
User_6984,Push-Ups,15,3
User_6984,Push-Ups,13,3
User_6984,Lunges,9,2
User_6985,Deadlifts,7,5
User_6985,Lunges,8,5
User_6985,Deadlifts,12,3
User_6985,Bicep Curls,7,5
User_6985,Shoulder Press,12,2
User_6986,Deadlifts,12,5
User_6986,Bicep Curls,15,4
User_6986,Shoulder Press,8,2
User_6986,Squats,9,3
User_6986,Bench Press,14,5
User_6987,Shoulder Press,10,5
User_6987,Shoulder Press,6,2
User_6987,Leg Press,9,5
User_6987,Push-Ups,15,3
User_6987,Plank,14,5
User_6988,Leg Press,7,3
User_6988,Leg Press,14,3
User_6988,Tricep Dips,9,2
User_6988,Shoulder Press,9,4
User_6988,Tricep Dips,11,4
User_6989,Bicep Curls,10,4
User_6989,Bicep Curls,8,3
User_6989,Squats,15,3
User_6989,Push-Ups,6,2
User_6989,Tricep Dips,8,2
User_6990,Tricep Dips,14,3
User_6990,Lunges,11,3
User_6990,Shoulder Press,5,4
User_6990,Push-Ups,9,3
User_6990,Squats,10,2
User_6991,Push-Ups,9,2
User_6991,Leg Press,6,2
User_6991,Leg Press,7,5
User_6991,Deadlifts,15,3
User_6991,Bicep Curls,5,4
User_6992,Bicep Curls,13,3
User_6992,Squats,11,3
User_6992,Bench Press,8,5
User_6992,Bench Press,11,2
User_6992,Push-Ups,14,5
User_6993,Deadlifts,9,5
User_6993,Bicep Curls,12,2
User_6993,Squats,10,2
User_6993,Deadlifts,11,2
User_6993,Bicep Curls,5,4
User_6994,Plank,7,4
User_6994,Lunges,7,2
User_6994,Tricep Dips,13,3
User_6994,Deadlifts,14,2
User_6994,Push-Ups,9,5
User_6995,Bicep Curls,14,2
User_6995,Lunges,7,4
User_6995,Tricep Dips,10,2
User_6995,Squats,15,5
User_6995,Bicep Curls,15,2
User_6996,Squats,9,3
User_6996,Leg Press,12,4
User_6996,Tricep Dips,5,5
User_6996,Squats,7,3
User_6996,Lunges,8,5
User_6997,Plank,13,2
User_6997,Bicep Curls,5,3
User_6997,Push-Ups,8,4
User_6997,Tricep Dips,15,2
User_6997,Bench Press,7,5
User_6998,Lunges,12,3
User_6998,Deadlifts,12,3
User_6998,Squats,5,5
User_6998,Bicep Curls,15,4
User_6998,Squats,11,4
User_6999,Bicep Curls,11,4
User_6999,Leg Press,7,4
User_6999,Shoulder Press,8,4
User_6999,Squats,6,3
User_6999,Leg Press,8,3
